term,frequency,document_frequency,in_lexicon,current_valence,n_tickers,n_sectors,example_headlines,window_start,window_end,n_headlines_in_window,is_stopword,review_eligible,exclusion_reason
exclude,1,1,True,-0.034999999999999996,1,1,"Mediaset does not exclude acquisitions, selling non-core assets",2020-01-01,2020-12-31,36955,False,True,
excludes,1,1,False,,1,1,"Starbucks Reaffirms FY20 Guidance, Says Guidance 'excludes any impact of the coronavirus'",2020-01-01,2020-12-31,36955,False,True,
excluding,1,1,False,,1,1,"Occidental 8-K Shows Expectation For Q4 Capital Spending Excluding Discontinued Operations, WES $1.95B; FY19 Adj. Capital Spending $8.2B",2020-01-01,2020-12-31,36955,False,True,
exclusive-,1,1,False,,1,1,EXCLUSIVE- U.S. grants GE license to sell engines for China's new airplane,2020-01-01,2020-12-31,36955,False,False,trailing hyphen or apostrophe; VADER token mismatch
exclusive-aspiring,1,1,False,,1,1,EXCLUSIVE-Aspiring TikTok buyers pursue four options in effort to revive talks -sources,2020-01-01,2020-12-31,36955,False,True,
exclusive-bangladesh's,1,1,False,,1,1,EXCLUSIVE-Bangladesh's Beximco to begin producing COVID-19 drug remdesivir-COO,2020-01-01,2020-12-31,36955,False,True,
exclusive-barrick,1,1,False,,1,1,EXCLUSIVE-Barrick offers PNG landowners a stake to resolve Porgera mine dispute,2020-01-01,2020-12-31,36955,False,True,
exclusive-bp,1,1,False,,1,1,EXCLUSIVE-BP poised to sell 'stranded assets' even if oil prices rally,2020-01-01,2020-12-31,36955,False,True,
exclusive-bp's,1,1,False,,1,1,EXCLUSIVE-BP's Looney halves top management roles under energy transition plan,2020-01-01,2020-12-31,36955,False,True,
exclusive-britain,1,1,False,,1,1,EXCLUSIVE-Britain hires Morgan Stanley to advise on aviation rescue plan - sources,2020-01-01,2020-12-31,36955,False,True,
exclusive-bullion,1,1,False,,1,1,EXCLUSIVE-Bullion banks prepare CME pullback after virus snarl,2020-01-01,2020-12-31,36955,False,True,
exclusive-bytedance,1,1,False,,1,1,EXCLUSIVE-ByteDance asks TikTok to draw up U.S. shutdown contingencies -sources,2020-01-01,2020-12-31,36955,False,True,
exclusive-china's,1,1,False,,1,1,"EXCLUSIVE-China's Pinduoduo alerts police to suspected bribery involving Cue manager, sources say",2020-01-01,2020-12-31,36955,False,True,
exclusive-china-backed,1,1,False,,1,1,EXCLUSIVE-China-backed hackers 'targeted COVID-19 vaccine firm Moderna',2020-01-01,2020-12-31,36955,False,True,
exclusive-chinese-backed,1,1,False,,1,1,EXCLUSIVE-Chinese-backed hackers targeted COVID-19 vaccine firm Moderna,2020-01-01,2020-12-31,36955,False,True,
exclusive-chipotle,1,1,False,,1,1,"EXCLUSIVE-Chipotle, fast food brands set for new wave of hiring",2020-01-01,2020-12-31,36955,False,True,
exclusive-digital,1,1,False,,1,1,EXCLUSIVE-Digital Colony signals interest in Crown Castle's fiber business -sources,2020-01-01,2020-12-31,36955,False,True,
exclusive-electric,1,1,False,,1,1,EXCLUSIVE-Electric vehicle charge network ChargePoint nears deal to go public -sources,2020-01-01,2020-12-31,36955,False,True,
exclusive-elliott,1,1,False,,1,1,EXCLUSIVE-Elliott Management invests in small Guyana oil explorer -sources,2020-01-01,2020-12-31,36955,False,True,
exclusive-faa,1,1,False,,1,1,"EXCLUSIVE-FAA employees report industry pressure, question agency safety push -survey",2020-01-01,2020-12-31,36955,False,True,
exclusive-facebook,1,1,False,,1,1,"EXCLUSIVE-Facebook ad boycott campaign to go global, organizers say",2020-01-01,2020-12-31,36955,False,True,
exclusive-google,1,1,False,,1,1,EXCLUSIVE-Google faces antitrust case in India over payments app - sources,2020-01-01,2020-12-31,36955,False,True,
exclusive-hsbc,1,1,False,,1,1,EXCLUSIVE-HSBC aims to double number of senior Black staff by 2025- memo,2020-01-01,2020-12-31,36955,False,True,
exclusive-instacart,1,1,False,,1,1,EXCLUSIVE-Instacart taps Goldman Sachs to lead IPO at $30 bln valuation -sources,2020-01-01,2020-12-31,36955,False,True,
exclusive-iran-linked,1,1,False,,1,1,EXCLUSIVE-Iran-linked hackers recently targeted coronavirus drugmaker Gilead -sources,2020-01-01,2020-12-31,36955,False,True,
exclusive-job,1,1,False,,1,1,EXCLUSIVE-Job website ZipRecruiter hires banks for IPO -sources,2020-01-01,2020-12-31,36955,False,True,
exclusive-jpmorgan,1,1,False,,1,1,EXCLUSIVE-JPMorgan dominates gold market with record $1 bln precious metals revenue,2020-01-01,2020-12-31,36955,False,True,
exclusive-key,1,1,False,,1,1,EXCLUSIVE-Key U.S. senators draft plan to reform new plane design approvals after 737 MAX crashes,2020-01-01,2020-12-31,36955,False,True,
exclusive-lack,1,1,False,,1,1,EXCLUSIVE-Lack of financing for buyers may extend delay in Petrobras refineries bids- sources,2020-01-01,2020-12-31,36955,False,True,
exclusive-macquarie,1,1,False,,1,1,EXCLUSIVE-Macquarie in exclusive talks to buy Italy's Ital Gas Storage - sources,2020-01-01,2020-12-31,36955,False,True,
exclusive-malaysia,1,1,False,,1,1,EXCLUSIVE-Malaysia: Even $3 billion not enough to settle 1MDB case with Goldman,2020-01-01,2020-12-31,36955,False,True,
exclusive-marathon,1,1,False,,1,1,EXCLUSIVE-Marathon Petroleum cutting at least 6% of refinery staff at nine U.S. plants,2020-01-01,2020-12-31,36955,False,True,
exclusive-mexico's,1,1,False,,1,1,"EXCLUSIVE-Mexico's oil hedge to be pricier, but government likely doing it anyway",2020-01-01,2020-12-31,36955,False,True,
exclusive-mobile,1,1,False,,1,1,EXCLUSIVE-Mobile gaming firm AppLovin hires Morgan Stanley to lead IPO -sources,2020-01-01,2020-12-31,36955,False,True,
exclusive-new,1,1,False,,1,1,"EXCLUSIVE-New U.S. development agency could loan billions for reshoring, official says",2020-01-01,2020-12-31,36955,False,True,
exclusive-norwegian,1,1,False,,1,1,EXCLUSIVE-Norwegian Cruise taps Goldman Sachs to explore stake sale -sources,2020-01-01,2020-12-31,36955,False,True,
exclusive-occidental,1,1,False,,1,1,EXCLUSIVE-Occidental offering employees voluntary buyouts over next two weeks - document,2020-01-01,2020-12-31,36955,False,True,
exclusive-oil,1,1,False,,1,1,EXCLUSIVE-Oil major BP to cut 15% of workforce,2020-01-01,2020-12-31,36955,False,True,
exclusive-online,1,1,False,,1,1,EXCLUSIVE-Online lender SoFi explores deal to go public -sources,2020-01-01,2020-12-31,36955,False,True,
exclusive-peru,1,1,False,,1,1,EXCLUSIVE-Peru mines set to restart; to hit 80% production in a month - industry official,2020-01-01,2020-12-31,36955,False,True,
exclusive-plant-based,1,1,False,,1,1,"EXCLUSIVE-Plant-based egg maker JUST sees profit next year, then will look at IPO",2020-01-01,2020-12-31,36955,False,True,
exclusive-quibi,1,1,False,,1,1,"EXCLUSIVE-Quibi downloads reach 2.7 mln, TV feature to start in May",2020-01-01,2020-12-31,36955,False,True,
exclusive-russia,1,1,False,,1,1,EXCLUSIVE-Russia to roll out its first approved COVID-19 drug next week,2020-01-01,2020-12-31,36955,False,True,
exclusive-schlumberger,1,1,False,,1,1,EXCLUSIVE-Schlumberger names new top executives to oversee corporate overhaul,2020-01-01,2020-12-31,36955,False,True,
exclusive-tesla's,1,1,False,,1,1,EXCLUSIVE-Tesla's secret batteries aim to rework the math for electric cars and the grid,2020-01-01,2020-12-31,36955,False,True,
exclusive-trial,1,1,False,,1,1,EXCLUSIVE-Trial of Gilead's potential coronavirus treatment running ahead of schedule -researcher,2020-01-01,2020-12-31,36955,False,True,
exclusive-ups,1,1,False,,1,1,"EXCLUSIVE-UPS, FedEx warn they cannot carry ballots like U.S. Postal Service",2020-01-01,2020-12-31,36955,False,True,
exclusive-vaccine,1,1,False,,1,1,EXCLUSIVE-Vaccine alliance finds manufacturing capacity for 4 bln doses of coronavirus vaccines,2020-01-01,2020-12-31,36955,False,True,
exclusive-walmart's,1,1,False,,1,1,EXCLUSIVE-Walmart's Flipkart eyes overseas listing as early as 2021 -sources,2020-01-01,2020-12-31,36955,False,True,
exclusive-who-led,1,1,False,,1,1,"EXCLUSIVE-WHO-led COVID drug scheme doubles down on antibodies, steroids and shuns remdesivir",2020-01-01,2020-12-31,36955,False,True,
exclusively,1,1,True,0.0,1,1,UPDATE: EA Says EA Sports Madden Franchise Will Exclusively Create Authentic Footbal Simulation Games,2020-01-01,2020-12-31,36955,False,True,
execute,1,1,True,0.020000000000000004,1,1,"With a Reset in the Rear-View Mirror, It’s Time for General Electric to Execute",2020-01-01,2020-12-31,36955,False,True,
executes,1,1,False,,1,1,GE Executes Balance Sheet Actions To Solidify Financial Position - Quick Facts,2020-01-01,2020-12-31,36955,False,True,
executives',1,1,False,,1,1,"Senator Warren slams Disney for layoffs, executives' salaries",2020-01-01,2020-12-31,36955,False,False,trailing hyphen or apostrophe; VADER token mismatch
exelixis,1,1,False,,1,1,Is Exelixis a Buy?,2020-01-01,2020-12-31,36955,False,True,
exemptions,1,1,False,,1,1,U.S. eyes October deadline to end exemptions on Venezuela oil sanctions -sources,2020-01-01,2020-12-31,36955,False,True,
exeter,1,1,False,,1,1,"Exeter Financial, LLC Buys First Trust Enhanced Equity Income Fund, General Dynamics Corp, ...",2020-01-01,2020-12-31,36955,False,True,
exhausted,1,1,True,-0.045000000000000005,1,1,Has American Express' Stock Exhausted Its Growth Potential?,2020-01-01,2020-12-31,36955,False,True,
exhibited,1,1,False,,1,1,UFEG Films To Be Exhibited In AMC Theatres In The U.S. - Quick Facts,2020-01-01,2020-12-31,36955,False,True,
exim,1,1,False,,1,1,Embraer business jet unit gets $97 mln U.S. EXIM Bank loan guarantee,2020-01-01,2020-12-31,36955,False,True,
existed,1,1,False,,1,1,"3M Denies N95 Masks Were Seized, Says No Such Shipment Existed",2020-01-01,2020-12-31,36955,False,True,
expectations',1,1,False,,1,1,"UPDATE: Jefferies Notes Trumps Public Announcement Of Fast Track Potential For New Coronavirus Therapies For Compassionate Use Only, Calls 'Not Material,' And 'A Relatively Minor Disappointment Vs Growing Investor Expectations' For Gilead",2020-01-01,2020-12-31,36955,False,False,trailing hyphen or apostrophe; VADER token mismatch
expedited,1,1,False,,1,1,"Gilead Asks FDA To Rescind Orphan Drug Designation For Remdesivir, Says It Is Confident It Can Maintain Expedited Timeline",2020-01-01,2020-12-31,36955,False,True,
expedites,1,1,False,,1,1,UPS Expedites Global Deliveries Of QIAGEN Coronavirus Testing Kits,2020-01-01,2020-12-31,36955,False,True,
expenditure,1,1,True,0.005000000000000001,1,1,Chevron Q1 Profit Rises; Cuts 2020 Capital Expenditure Guidance,2020-01-01,2020-12-31,36955,False,True,
expenditures,1,1,False,,1,1,ExxonMobil Plans Capital Expenditures Up To $35 Bln Annually Through 2025,2020-01-01,2020-12-31,36955,False,True,
expi,1,1,False,,1,1,"Notable Friday Option Activity: LRCX, EXPI, USB",2020-01-01,2020-12-31,36955,False,True,
expire,1,1,True,-0.04000000000000001,1,1,Masks Stored In Canada Expire Triggering Fears Of Shortages Amidst Coronavirus Scare,2020-01-01,2020-12-31,36955,False,True,
expires,1,1,False,,1,1,Gilead Says HSR Waiting Period For Immunomedics Tender Offer Expires - Quick Facts,2020-01-01,2020-12-31,36955,False,True,
explainer-do,1,1,False,,1,1,EXPLAINER-Do I get more time to pay my credit-card bill?,2020-01-01,2020-12-31,36955,False,True,
explainer-malaysia,1,1,False,,1,1,EXPLAINER-Malaysia Airlines' survival in doubt as political support dims,2020-01-01,2020-12-31,36955,False,True,
explainer-what,1,1,False,,1,1,EXPLAINER-What are antibody therapies and who is developing them for COVID-19?,2020-01-01,2020-12-31,36955,False,True,
explainer-who,1,1,False,,1,1,"EXPLAINER-Who can make Gilead's coronavirus drug, licence free?",2020-01-01,2020-12-31,36955,False,True,
exploit,1,1,True,-0.06999999999999999,1,1,Plug Power Is Taking Steps to Exploit Coming Hydrogen Surge,2020-01-01,2020-12-31,36955,False,True,
exploitation,1,1,True,-0.07500000000000001,1,1,"UK lawmakers, retailers call for action to prevent garment workers' exploitation",2020-01-01,2020-12-31,36955,False,True,
explosions,1,1,False,,1,1,SPECIAL REPORT-U.S. air monitors routinely miss pollution - even refinery explosions,2020-01-01,2020-12-31,36955,False,True,
exporters,1,1,False,,1,1,"U.S. oil producers, exporters tally damages from Hurricane Sally, begin restarts",2020-01-01,2020-12-31,36955,False,True,
exporting,1,1,False,,1,1,"3M Reports Trump Admin. Requested Co. Increase Amount Of Respirators Being Imported From Overseas Operations Into US, Co. Cease Exporting Respirators To Canada, Latin America",2020-01-01,2020-12-31,36955,False,True,
exposure',1,1,False,,1,1,"UPDATE: B. Riley FBR Upgrades Newmont To Buy, Raises Target To $48 Sees Co. As 'a viable alternative to generalist investors looking for gold equity exposure' 'With its new industry-leading dividend of over 2.3%, vs. 0.67% for the gold miner ETF (GDX)'",2020-01-01,2020-12-31,36955,False,False,trailing hyphen or apostrophe; VADER token mismatch
expr,1,1,False,,1,1,"Consumer Sector Update for 01/22/2020: EXPR, TSLA, NFLX, WMT, MCD, DIS, CVS, KO",2020-01-01,2020-12-31,36955,False,True,
express',1,1,False,,1,1,Has American Express' Stock Exhausted Its Growth Potential?,2020-01-01,2020-12-31,36955,False,False,trailing hyphen or apostrophe; VADER token mismatch
extaffairs,1,1,False,,1,1,"Duke Energy Corp (DUK) EVP ExtAffairs&PresCarolinas Julia S Janson Sold $6–4,466 of Shares",2020-01-01,2020-12-31,36955,False,True,
external,1,1,False,,1,1,"Southern Co (SO) EVP & Pres. External Affairs Christopher C Womack Sold $669,——6 of Shares",2020-01-01,2020-12-31,36955,False,True,
extinguished,1,1,False,,1,1,"Fire extinguished at Chevron facility in Pasadena, Texas",2020-01-01,2020-12-31,36955,False,True,
extra-large,1,1,False,,1,1,3 Extra-Large Caps with Great Zacks Ranks,2020-01-01,2020-12-31,36955,False,True,
extract,1,1,False,,1,1,Is Coca-Cola Planning On Marketing A CBD Extract Version In Canada?,2020-01-01,2020-12-31,36955,False,True,
exuma,1,1,False,,1,1,"EXUMA Biotech Is 'Revolutionizing CAR-T Therapy,' Increasing Patient Access, CEO Says",2020-01-01,2020-12-31,36955,False,True,
eyebrows,1,1,False,,1,1,Gilead trades that made millions on COVID-19 drug news raise eyebrows,2020-01-01,2020-12-31,36955,False,True,
eypt,1,1,False,,1,1,"Pre-market Movers In Healthcare Sector: EYPT, CLVS, ABT, VBIV, LPCN...",2020-01-01,2020-12-31,36955,False,True,
fa's,1,1,False,,1,1,'FAs/managers @MorganStanley say a major restructuring being discussed inside brokerage unit; FA's wld become independent to save money amid #covid lock down. Firm denies plans...' -Tweet From FOX Business' Charlie Gasparino,2020-01-01,2020-12-31,36955,False,True,
faa's,1,1,False,,1,1,"ANALYSIS-As regulators prepare to weigh in on 737 MAX, FAA's global dominance fades",2020-01-01,2020-12-31,36955,False,True,
fab,1,1,True,2.0,1,1,China semiconductor fab SMIC gets $2.2 bln investment from gov't funds amid global chip spat,2020-01-01,2020-12-31,36955,False,True,
faber,1,1,False,,1,1,CNBC's David Faber Reporting Occidental Now Has No Buyer Interest,2020-01-01,2020-12-31,36955,False,True,
fabless,1,1,False,,1,1,"Chip Stocks: Fabless Chips Take A Hit, Equipment Makers Hold; ASML Enters A Buy Zone",2020-01-01,2020-12-31,36955,False,True,
fabric,1,1,False,,1,1,FOCUS-China's Hengli makes bold $20 bln bet to spin coal into fabric,2020-01-01,2020-12-31,36955,False,True,
facc,1,1,False,,1,1,Plane parts maker FACC sees significant production restrictions until year-end,2020-01-01,2020-12-31,36955,False,True,
face-account,1,1,False,,1,1,"Wells Fargo Near Settlement With Dept. Of Justice, SEC Related To Face-Account Scandel",2020-01-01,2020-12-31,36955,False,True,
face-covering,1,1,False,,1,1,"'Starting May 1, individuals in Illinois will be required to wear a mask or face-covering when in a public place where they can't maintain a six-foot social distance. Face-coverings will be required in public indoor spaces, such as stores.' - 13WREX",2020-01-01,2020-12-31,36955,False,True,
face-coverings,1,1,False,,1,1,"'Starting May 1, individuals in Illinois will be required to wear a mask or face-covering when in a public place where they can't maintain a six-foot social distance. Face-coverings will be required in public indoor spaces, such as stores.' - 13WREX",2020-01-01,2020-12-31,36955,False,True,
face-scan,1,1,False,,1,1,SoftBank-backed face-scan firm rebrands US unit to add distance after blacklisting -sources,2020-01-01,2020-12-31,36955,False,True,
facebook-heavy,1,1,False,,1,1,A Decent Outlook For This Facebook-Heavy ETF,2020-01-01,2020-12-31,36955,False,True,
facilitate,1,1,False,,1,1,T-Mobile launches stock offering to facilitate SoftBank's stake sale,2020-01-01,2020-12-31,36955,False,True,
factset,1,1,False,,1,1,"Puzo Michael J Buys Facebook Inc, American Tower Corp, FactSet Research Systems Inc, Sells ...",2020-01-01,2020-12-31,36955,False,True,
fad,1,1,True,-0.010000000000000002,1,1,The Electric Vehicle Fad Gets Silly With the Workhorse Group,2020-01-01,2020-12-31,36955,False,True,
faint,1,1,False,,1,1,Ericsson Stock Isn’t a 5G Play For the Faint of Heart,2020-01-01,2020-12-31,36955,False,True,
fair',1,1,False,,1,1,"Retail Pro Says Giants Like Amazon, Walmart Will Prevail After Coronavirus: 'It's Not Fair'",2020-01-01,2020-12-31,36955,False,False,trailing hyphen or apostrophe; VADER token mismatch
fairbanks,1,1,False,,1,1,"Fairbanks Capital Management, Inc. Buys F5 Networks Inc, UnitedHealth Group Inc, Moody's ...",2020-01-01,2020-12-31,36955,False,True,
fairhaven,1,1,False,,1,1,"Fairhaven Wealth Management, LLC Buys Vanguard Total Stock Market, Vanguard Tax-Exempt Bond, ...",2020-01-01,2020-12-31,36955,False,True,
fairholme,1,1,False,,1,1,"Fairholme Capital Management Buys Berkshire Hathaway Inc, The Kraft Heinz Co, Occidental ...",2020-01-01,2020-12-31,36955,False,True,
fairlife,1,1,False,,1,1,Coca-Cola Now Owns 100% Of Fairlife,2020-01-01,2020-12-31,36955,False,True,
fairpointe,1,1,False,,1,1,"Fairpointe Capital LLC Buys Hexcel Corp, Check Point Software Technologies, Waters Corp, Sells ...",2020-01-01,2020-12-31,36955,False,True,
falsely,1,1,True,-0.05,1,1,TikTok to Block Election Night Videos Falsely Asserting Victory,2020-01-01,2020-12-31,36955,False,True,
famine,1,1,False,,1,1,Beyond Meat Earnings: Is a Stock Feeding Frenzy or Famine Coming?,2020-01-01,2020-12-31,36955,False,True,
fandago,1,1,False,,1,1,Walmart Selling VUDU Streaming Service To Fandago,2020-01-01,2020-12-31,36955,False,True,
fangs,1,1,False,,1,1,"Bulls And Bears Of The Week: Apple, Boeing, FANGs And More",2020-01-01,2020-12-31,36955,False,True,
fannie,1,1,False,,1,1,"As They Prepare to Leave Government Conservatorship, Are Fannie Mae and Freddie Mac Attractive Stocks?",2020-01-01,2020-12-31,36955,False,True,
farallon,1,1,False,,1,1,"Farallon Capital Management Llc Buys Centene Corp, IQVIA Holdings Inc, General Dynamics Corp, ...",2020-01-01,2020-12-31,36955,False,True,
fares,1,1,False,,1,1,"Dow Jones Gets Slammed As Apple, Microsoft Weigh, But Nasdaq Fares Worse",2020-01-01,2020-12-31,36955,False,True,
farfetch,1,1,False,,1,1,Why Farfetch Stock Slid Today,2020-01-01,2020-12-31,36955,False,True,
farley,1,1,False,,1,1,"Farley Capital Ii L.p. Buys Royal Dutch Shell PLC, Celanese Corp, Sells Delta Air Lines Inc, ...",2020-01-01,2020-12-31,36955,False,True,
farr,1,1,False,,1,1,"Farr Miller & Washington Llc Buys Mondelez International Inc, Apple Inc, Starbucks Corp, ...",2020-01-01,2020-12-31,36955,False,True,
fascinating,1,1,True,0.065,1,1,A Fascinating Anomaly,2020-01-01,2020-12-31,36955,False,True,
fast',1,1,False,,1,1,"Disney Gets Downgraded After Coming 'Too Far, Too Fast'",2020-01-01,2020-12-31,36955,False,False,trailing hyphen or apostrophe; VADER token mismatch
fast-growth,1,1,False,,1,1,Buy These 5 Super Fast-Growth Dividend Stocks While They Are Down,2020-01-01,2020-12-31,36955,False,True,
fast-paced,1,1,False,,1,1,This Oil Stock Expects Its Fast-Paced Growth to Continue in 2020,2020-01-01,2020-12-31,36955,False,True,
fastly's,1,1,False,,1,1,Fastly's Cratering Stock Price Is a Buying Opportunity. Here's Why.,2020-01-01,2020-12-31,36955,False,True,
fastpass,1,1,False,,1,1,Why Is Disney World Canceling Food and FastPass+ Reservations for All of 2020?,2020-01-01,2020-12-31,36955,False,True,
fatal,1,1,True,-0.08000000000000002,1,1,U.S. lawmakers propose airplane certification reforms after fatal Boeing crashes,2020-01-01,2020-12-31,36955,False,True,
fatigue,1,1,True,-0.04000000000000001,1,1,Are Subscribers Finally Feeling Netflix Fatigue?,2020-01-01,2020-12-31,36955,False,True,
faug,1,1,False,,1,1,"PFF, FAUG: Big ETF Inflows",2020-01-01,2020-12-31,36955,False,True,
faulted,1,1,True,-1.4,1,1,"Dow Jones Flat as Apple Aims to Reduce 5G iPhone Delays, Boeing Faulted in 737 Max Report",2020-01-01,2020-12-31,36955,False,True,
faux,1,1,True,-0.04000000000000001,1,1,Disney Adds Impossible Foods' Faux Meat to Its Menus,2020-01-01,2020-12-31,36955,False,True,
favipiravir,1,1,False,,1,1,Sun Pharma latest to sell COVID-19 drug favipiravir in India,2020-01-01,2020-12-31,36955,False,True,
favored,1,1,True,0.065,1,1,"PREVIEW-NBA-LeBron's Lakers favored to repeat, Durant set for Nets debut",2020-01-01,2020-12-31,36955,False,True,
favourites,1,1,False,,1,1,"France says any Sanofi COVID-19 vaccine for the world, no favourites",2020-01-01,2020-12-31,36955,False,True,
fb's,1,1,False,,1,1,Dominion Solar Facility To Support FB's Operations With 100% Renewable Energy,2020-01-01,2020-12-31,36955,False,True,
fbhs,1,1,False,,1,1,"Daily Dividend Report: BAX,O,FAST,DX,FBHS",2020-01-01,2020-12-31,36955,False,True,
fbt,1,1,False,,1,1,"Tuesday's ETF Movers: XOP, FBT",2020-01-01,2020-12-31,36955,False,True,
fca,1,1,False,,1,1,Fca Corp Buys Goldman Sachs ActiveBeta U.S. ...,2020-01-01,2020-12-31,36955,False,True,
fcau,1,1,False,,1,1,"Consumer Sector Update for 12/21/2020: NKE, FCAU, THO, XLP, XLY",2020-01-01,2020-12-31,36955,False,True,
fctr,1,1,False,,1,1,The Math Shows FCTR Can Go To $26,2020-01-01,2020-12-31,36955,False,True,
fda',1,1,False,,1,1,"Gilead Clarifies: 'Remdesivir remains an investigational drug and has not been approved by FDA'; Notes 'The authorization is temporary and does not take the place of the formal new drug application submission, review and approval process'",2020-01-01,2020-12-31,36955,False,False,trailing hyphen or apostrophe; VADER token mismatch
fdic,1,1,False,,1,1,FDIC Wants to Make New Rules for Fintechs,2020-01-01,2020-12-31,36955,False,True,
fdl,1,1,False,,1,1,How The Parts Add Up: FDL Targets $35,2020-01-01,2020-12-31,36955,False,True,
features,1,1,False,,1,1,"Apple launches phone-based car keys, new features at developer conference",2020-01-01,2020-12-31,36955,False,True,
federated,1,1,False,,1,1,"Ex-Dividend Reminder: Reinsurance Group of America, Wells Fargo and Federated Hermes",2020-01-01,2020-12-31,36955,False,True,
fedex's,1,1,False,,1,1,What FedEx's Earnings Results Mean for UPS Shareholders,2020-01-01,2020-12-31,36955,False,True,
feedback,1,1,False,,1,1,Freight Executives Give Feedback To White House On Economic Restart,2020-01-01,2020-12-31,36955,False,True,
feeder,1,1,False,,1,1,Wells Fargo investment adviser to sell feeder fund platform to iCapital,2020-01-01,2020-12-31,36955,False,True,
feelings,1,1,False,,1,1,Does Buffett's Selling of JPMorgan Show His True Feelings About the U.S. Economy?,2020-01-01,2020-12-31,36955,False,True,
feet,1,1,False,,1,1,"Fauci: ""If the virus is so low that even in the general community the risk is low, then I could see filling a third of the stadium or half the stadium so people could be six feet apart.""",2020-01-01,2020-12-31,36955,False,True,
femsa,1,1,False,,1,1,"FEMSA (FMX) Q1 Earnings Beat Estimates, Revenues Rise Y/Y",2020-01-01,2020-12-31,36955,False,True,
fenofibrate,1,1,False,,1,1,Dr. Reddy's Labs Launches Fenofibrate Tablets In U.S.,2020-01-01,2020-12-31,36955,False,True,
ferguson,1,1,False,,1,1,"Ferguson Wellman Capital Management, Inc Buys Truist Financial Corp, Philip Morris ...",2020-01-01,2020-12-31,36955,False,True,
fernwood,1,1,False,,1,1,"Fernwood Investment Management, LLC Buys SPDR Bloomberg Barclays Investment Grade Floating , ...",2020-01-01,2020-12-31,36955,False,True,
ferring's,1,1,False,,1,1,Ferring's therapy curbs recurrent superbug infection - study,2020-01-01,2020-12-31,36955,False,True,
ferry,1,1,False,,1,1,"Dean Investment Associates, Llc Buys Apogee Enterprises Inc, Korn Ferry, PJT Partners Inc, ...",2020-01-01,2020-12-31,36955,False,True,
fervor,1,1,True,-0.005000000000000001,1,1,ETFs to Ride on Rising Gaming Fervor Amid Coronavirus Scare,2020-01-01,2020-12-31,36955,False,True,
festival,1,1,True,2.2,1,1,The Biggest Numbers From JD.com’s 618 Shopping Festival,2020-01-01,2020-12-31,36955,False,True,
fetching,1,1,False,,1,1,3 Pet Economy Stocks With Fetching Futures,2020-01-01,2020-12-31,36955,False,True,
feverish,1,1,True,-0.034999999999999996,1,1,Breakingviews - Gilead gives glimpse into feverish drug market,2020-01-01,2020-12-31,36955,False,True,
fevers,1,1,False,,1,1,EXCLUSIVE-Amazon deploys thermal cameras at warehouses to scan for fevers faster,2020-01-01,2020-12-31,36955,False,True,
feye,1,1,False,,1,1,"Notable Friday Option Activity: FEYE, FGEN, DD",2020-01-01,2020-12-31,36955,False,True,
ffbc,1,1,False,,1,1,"Notable Thursday Option Activity: SO, BANC, FFBC",2020-01-01,2020-12-31,36955,False,True,
fhfa,1,1,False,,1,1,The FHFA Declines to Help Non-Bank Servicers. What Does This Mean for PennyMac?,2020-01-01,2020-12-31,36955,False,True,
fianc,1,1,False,,1,1,More UK retailers should ban coconut products from monkey labour -PM's fiancée,2020-01-01,2020-12-31,36955,False,True,
fiancee,1,1,False,,1,1,Stop selling products that use monkey labour - UK PM's fiancee tells retailers,2020-01-01,2020-12-31,36955,False,True,
fibre,1,1,False,,1,1,Morgan Stanley fund to take over German fibre operator Tele Columbus,2020-01-01,2020-12-31,36955,False,True,
fibrillation,1,1,False,,1,1,Abbott Begins Study To Evaluate New Device To Treat Recurrent Atrial Fibrillation,2020-01-01,2020-12-31,36955,False,True,
fico,1,1,False,,1,1,"Tech Stocks' Apr 29 Earnings Lineup: NOW, FB, MSFT, FICO, GIB",2020-01-01,2020-12-31,36955,False,True,
fieri,1,1,False,,1,1,"Food News Roundup: Guy Fieri Lends A Helping Hand, Expert Cautions Against Protectionist Measures, Coca-Cola Stock In Focus",2020-01-01,2020-12-31,36955,False,True,
fifteen,1,1,False,,1,1,"Only Fifteen Dow Components With Recent Insider Buying, INTC is One of Them",2020-01-01,2020-12-31,36955,False,True,
fighter-like,1,1,False,,1,1,Boeing could produce Loyal Wingman fighter-like drone by middle of decade -exec,2020-01-01,2020-12-31,36955,False,True,
filbrandt,1,1,False,,1,1,"Filbrandt Wealth Management, LLC Buys Schwab U.S. ...",2020-01-01,2020-12-31,36955,False,True,
filings,1,1,False,,1,1,2 Design Filings Give Us a Peek Into T-Mobile's Streaming Ambitions,2020-01-01,2020-12-31,36955,False,True,
fills,1,1,False,,1,1,Best Buy Fills Both Christmas Stockings and Investors’ Wallets,2020-01-01,2020-12-31,36955,False,True,
fils-aime,1,1,False,,1,1,GameStop Is Adding Celebrated Nintendo Executive Reggie Fils-Aime to the Boardroom,2020-01-01,2020-12-31,36955,False,True,
filter,1,1,False,,1,1,Snapchat removes Juneteenth photo filter after backlash,2020-01-01,2020-12-31,36955,False,True,
filthy,1,1,True,-0.06,1,1,Could This Cancer Drug Developer’s Stock Make You Filthy Rich?,2020-01-01,2020-12-31,36955,False,True,
